date,program_type,vacancies_per_day,beds_per_day,percent_vacant_per_day,year,month,day,percent_occupied_per_day
2020-06-11,Transitional Independent Living (TIL),77,494,15.59,2020,6,11,84.41
2020-06-12,Transitional Independent Living (TIL),78,494,15.79,2020,6,12,84.21000000000001
2020-06-13,Transitional Independent Living (TIL),82,494,16.6,2020,6,13,83.4
2020-06-14,Transitional Independent Living (TIL),82,494,16.6,2020,6,14,83.4
2020-06-15,Transitional Independent Living (TIL),84,494,17,2020,6,15,83
2020-06-16,Transitional Independent Living (TIL),86,494,17.41,2020,6,16,82.59
2020-06-17,Transitional Independent Living (TIL),90,494,18.22,2020,6,17,81.78
2020-06-18,Transitional Independent Living (TIL),91,494,18.42,2020,6,18,81.58
2020-06-19,Transitional Independent Living (TIL),91,494,18.42,2020,6,19,81.58
2020-06-20,Transitional Independent Living (TIL),90,494,18.22,2020,6,20,81.78
2020-06-21,Transitional Independent Living (TIL),91,494,18.42,2020,6,21,81.58
2020-06-22,Transitional Independent Living (TIL),94,494,19.03,2020,6,22,80.97
2020-06-23,Transitional Independent Living (TIL),96,494,19.43,2020,6,23,80.57
2020-06-24,Transitional Independent Living (TIL),97,494,19.64,2020,6,24,80.36
2020-06-25,Transitional Independent Living (TIL),99,494,20.04,2020,6,25,79.96000000000001
2020-06-26,Transitional Independent Living (TIL),97,494,19.64,2020,6,26,80.36
2020-06-27,Transitional Independent Living (TIL),97,494,19.64,2020,6,27,80.36
2020-06-28,Transitional Independent Living (TIL),99,494,20.04,2020,6,28,79.96000000000001
2020-06-29,Transitional Independent Living (TIL),98,494,19.84,2020,6,29,80.16
2020-06-30,Transitional Independent Living (TIL),101,494,20.45,2020,6,30,79.55
2020-07-01,Transitional Independent Living (TIL),99,494,20.04,2020,7,1,79.96000000000001
2020-07-02,Transitional Independent Living (TIL),103,494,20.85,2020,7,2,79.15
2020-07-03,Transitional Independent Living (TIL),103,494,20.85,2020,7,3,79.15
2020-07-04,Transitional Independent Living (TIL),105,494,21.26,2020,7,4,78.74
2020-07-05,Transitional Independent Living (TIL),108,494,21.86,2020,7,5,78.14
2020-07-06,Transitional Independent Living (TIL),112,494,22.67,2020,7,6,77.33
2020-07-07,Transitional Independent Living (TIL),110,494,22.27,2020,7,7,77.73
2020-07-08,Transitional Independent Living (TIL),115,494,23.28,2020,7,8,76.72
2020-07-09,Transitional Independent Living (TIL),111,494,22.47,2020,7,9,77.53
2020-07-10,Transitional Independent Living (TIL),112,494,22.67,2020,7,10,77.33
2020-07-11,Transitional Independent Living (TIL),114,494,23.08,2020,7,11,76.92
2020-07-12,Transitional Independent Living (TIL),115,494,23.28,2020,7,12,76.72
2020-07-13,Transitional Independent Living (TIL),123,494,24.9,2020,7,13,75.1
2020-07-14,Transitional Independent Living (TIL),125,494,25.3,2020,7,14,74.7
2020-07-15,Transitional Independent Living (TIL),126,494,25.51,2020,7,15,74.49
2020-07-16,Transitional Independent Living (TIL),129,494,26.11,2020,7,16,73.89
2020-07-17,Transitional Independent Living (TIL),129,494,26.11,2020,7,17,73.89
2020-07-18,Transitional Independent Living (TIL),129,494,26.11,2020,7,18,73.89
2020-07-19,Transitional Independent Living (TIL),128,494,25.91,2020,7,19,74.09
2020-07-20,Transitional Independent Living (TIL),124,494,25.1,2020,7,20,74.9
2020-07-21,Transitional Independent Living (TIL),118,494,23.89,2020,7,21,76.11
2020-07-22,Transitional Independent Living (TIL),118,494,23.89,2020,7,22,76.11
2020-07-23,Transitional Independent Living (TIL),118,494,23.89,2020,7,23,76.11
2020-07-24,Transitional Independent Living (TIL),115,494,23.28,2020,7,24,76.72
2020-07-25,Transitional Independent Living (TIL),114,494,23.08,2020,7,25,76.92
2020-07-26,Transitional Independent Living (TIL),116,494,23.48,2020,7,26,76.52
2020-07-27,Transitional Independent Living (TIL),118,494,23.89,2020,7,27,76.11
2020-07-28,Transitional Independent Living (TIL),114,494,23.08,2020,7,28,76.92
2020-07-29,Transitional Independent Living (TIL),113,494,22.87,2020,7,29,77.13
2020-07-30,Transitional Independent Living (TIL),115,494,23.28,2020,7,30,76.72
2020-07-31,Transitional Independent Living (TIL),114,494,23.08,2020,7,31,76.92
2020-08-01,Transitional Independent Living (TIL),113,494,22.87,2020,8,1,77.13
2020-08-02,Transitional Independent Living (TIL),114,494,23.08,2020,8,2,76.92
2020-08-03,Transitional Independent Living (TIL),114,494,23.08,2020,8,3,76.92
2020-08-04,Transitional Independent Living (TIL),118,494,23.89,2020,8,4,76.11
2020-08-05,Transitional Independent Living (TIL),117,494,23.68,2020,8,5,76.32
2020-08-06,Transitional Independent Living (TIL),116,494,23.48,2020,8,6,76.52
2020-08-07,Transitional Independent Living (TIL),114,494,23.08,2020,8,7,76.92
2020-08-08,Transitional Independent Living (TIL),114,494,23.08,2020,8,8,76.92
2020-08-09,Transitional Independent Living (TIL),113,494,22.87,2020,8,9,77.13
2020-08-10,Transitional Independent Living (TIL),112,494,22.67,2020,8,10,77.33
2020-08-11,Transitional Independent Living (TIL),110,494,22.27,2020,8,11,77.73
2020-08-12,Transitional Independent Living (TIL),113,494,22.87,2020,8,12,77.13
2020-08-13,Transitional Independent Living (TIL),119,494,24.09,2020,8,13,75.91
2020-08-14,Transitional Independent Living (TIL),118,494,23.89,2020,8,14,76.11
2020-08-15,Transitional Independent Living (TIL),119,494,24.09,2020,8,15,75.91
2020-08-16,Transitional Independent Living (TIL),120,494,24.29,2020,8,16,75.71000000000001
2020-08-17,Transitional Independent Living (TIL),118,494,23.89,2020,8,17,76.11
2020-08-18,Transitional Independent Living (TIL),118,494,23.89,2020,8,18,76.11
2020-08-19,Transitional Independent Living (TIL),116,494,23.48,2020,8,19,76.52
2020-08-20,Transitional Independent Living (TIL),117,494,23.68,2020,8,20,76.32
2020-08-21,Transitional Independent Living (TIL),116,494,23.48,2020,8,21,76.52
2020-08-22,Transitional Independent Living (TIL),118,494,23.89,2020,8,22,76.11
2020-08-23,Transitional Independent Living (TIL),118,494,23.89,2020,8,23,76.11
2020-08-24,Transitional Independent Living (TIL),117,494,23.68,2020,8,24,76.32
2020-08-25,Transitional Independent Living (TIL),114,494,23.08,2020,8,25,76.92
2020-08-26,Transitional Independent Living (TIL),112,494,22.67,2020,8,26,77.33
2020-08-27,Transitional Independent Living (TIL),112,494,22.67,2020,8,27,77.33
2020-08-28,Transitional Independent Living (TIL),117,494,23.68,2020,8,28,76.32
2020-08-29,Transitional Independent Living (TIL),120,494,24.29,2020,8,29,75.71000000000001
2020-08-30,Transitional Independent Living (TIL),121,494,24.49,2020,8,30,75.51
2020-08-31,Transitional Independent Living (TIL),120,494,24.29,2020,8,31,75.71000000000001
2020-09-01,Transitional Independent Living (TIL),121,494,24.49,2020,9,1,75.51
2020-09-02,Transitional Independent Living (TIL),120,494,24.29,2020,9,2,75.71000000000001
2020-09-03,Transitional Independent Living (TIL),121,494,24.49,2020,9,3,75.51
2020-09-04,Transitional Independent Living (TIL),119,494,24.09,2020,9,4,75.91
2020-09-05,Transitional Independent Living (TIL),120,494,24.29,2020,9,5,75.71000000000001
2020-09-06,Transitional Independent Living (TIL),119,494,24.09,2020,9,6,75.91
2020-09-07,Transitional Independent Living (TIL),117,494,23.68,2020,9,7,76.32
2020-09-08,Transitional Independent Living (TIL),119,494,24.09,2020,9,8,75.91
2020-09-09,Transitional Independent Living (TIL),119,494,24.09,2020,9,9,75.91
2020-09-10,Transitional Independent Living (TIL),119,494,24.09,2020,9,10,75.91
2020-09-11,Transitional Independent Living (TIL),117,494,23.68,2020,9,11,76.32
2020-09-12,Transitional Independent Living (TIL),118,494,23.89,2020,9,12,76.11
2020-09-13,Transitional Independent Living (TIL),119,494,24.09,2020,9,13,75.91
2020-09-14,Transitional Independent Living (TIL),120,494,24.29,2020,9,14,75.71000000000001
2020-09-15,Transitional Independent Living (TIL),121,494,24.49,2020,9,15,75.51
2020-09-16,Transitional Independent Living (TIL),121,494,24.49,2020,9,16,75.51
2020-09-17,Transitional Independent Living (TIL),122,494,24.7,2020,9,17,75.3
2020-09-18,Transitional Independent Living (TIL),124,494,25.1,2020,9,18,74.9
2020-09-19,Transitional Independent Living (TIL),126,494,25.51,2020,9,19,74.49
2020-09-20,Transitional Independent Living (TIL),126,494,25.51,2020,9,20,74.49
2020-09-21,Transitional Independent Living (TIL),127,494,25.71,2020,9,21,74.28999999999999
2020-09-22,Transitional Independent Living (TIL),128,494,25.91,2020,9,22,74.09
2020-09-23,Transitional Independent Living (TIL),125,494,25.3,2020,9,23,74.7
2020-09-24,Transitional Independent Living (TIL),121,494,24.49,2020,9,24,75.51
2020-09-25,Transitional Independent Living (TIL),123,494,24.9,2020,9,25,75.1
2020-09-26,Transitional Independent Living (TIL),125,494,25.3,2020,9,26,74.7
2020-09-27,Transitional Independent Living (TIL),126,494,25.51,2020,9,27,74.49
2020-09-28,Transitional Independent Living (TIL),123,494,24.9,2020,9,28,75.1
2020-09-29,Transitional Independent Living (TIL),123,494,24.9,2020,9,29,75.1
2020-09-30,Transitional Independent Living (TIL),125,494,25.3,2020,9,30,74.7
2020-10-01,Transitional Independent Living (TIL),128,494,25.91,2020,10,1,74.09
2020-10-02,Transitional Independent Living (TIL),129,494,26.11,2020,10,2,73.89
2020-10-03,Transitional Independent Living (TIL),131,494,26.52,2020,10,3,73.48
2020-10-04,Transitional Independent Living (TIL),133,494,26.92,2020,10,4,73.08
2020-10-05,Transitional Independent Living (TIL),131,494,26.52,2020,10,5,73.48
2020-10-06,Transitional Independent Living (TIL),129,494,26.11,2020,10,6,73.89
2020-10-07,Transitional Independent Living (TIL),128,494,25.91,2020,10,7,74.09
2020-10-08,Transitional Independent Living (TIL),128,494,25.91,2020,10,8,74.09
2020-10-09,Transitional Independent Living (TIL),130,494,26.32,2020,10,9,73.68
2020-10-10,Transitional Independent Living (TIL),131,494,26.52,2020,10,10,73.48
2020-10-11,Transitional Independent Living (TIL),131,494,26.52,2020,10,11,73.48
2020-10-12,Transitional Independent Living (TIL),131,494,26.52,2020,10,12,73.48
2020-10-13,Transitional Independent Living (TIL),131,494,26.52,2020,10,13,73.48
2020-10-14,Transitional Independent Living (TIL),128,494,25.91,2020,10,14,74.09
2020-10-15,Transitional Independent Living (TIL),129,494,26.11,2020,10,15,73.89
2020-10-16,Transitional Independent Living (TIL),128,494,25.91,2020,10,16,74.09
2020-10-17,Transitional Independent Living (TIL),125,494,25.3,2020,10,17,74.7
2020-10-18,Transitional Independent Living (TIL),125,494,25.3,2020,10,18,74.7
2020-10-19,Transitional Independent Living (TIL),126,494,25.51,2020,10,19,74.49
2020-10-20,Transitional Independent Living (TIL),126,494,25.51,2020,10,20,74.49
2020-10-21,Transitional Independent Living (TIL),126,494,25.51,2020,10,21,74.49
2020-10-22,Transitional Independent Living (TIL),123,494,24.9,2020,10,22,75.1
2020-10-23,Transitional Independent Living (TIL),116,494,23.48,2020,10,23,76.52
2020-10-24,Transitional Independent Living (TIL),115,494,23.28,2020,10,24,76.72
2020-10-25,Transitional Independent Living (TIL),116,494,23.48,2020,10,25,76.52
2020-10-26,Transitional Independent Living (TIL),116,494,23.48,2020,10,26,76.52
2020-10-27,Transitional Independent Living (TIL),112,494,22.67,2020,10,27,77.33
2020-10-28,Transitional Independent Living (TIL),109,494,22.06,2020,10,28,77.94
2020-10-29,Transitional Independent Living (TIL),107,494,21.66,2020,10,29,78.34
2020-10-30,Transitional Independent Living (TIL),105,494,21.26,2020,10,30,78.74
2020-10-31,Transitional Independent Living (TIL),105,494,21.26,2020,10,31,78.74
2020-11-01,Transitional Independent Living (TIL),106,494,21.46,2020,11,1,78.53999999999999
2020-11-02,Transitional Independent Living (TIL),107,494,21.66,2020,11,2,78.34
2020-11-03,Transitional Independent Living (TIL),106,494,21.46,2020,11,3,78.53999999999999
2020-11-04,Transitional Independent Living (TIL),104,494,21.05,2020,11,4,78.95
2020-11-05,Transitional Independent Living (TIL),98,494,19.84,2020,11,5,80.16
2020-11-06,Transitional Independent Living (TIL),101,494,20.45,2020,11,6,79.55
2020-11-07,Transitional Independent Living (TIL),102,494,20.65,2020,11,7,79.35
2020-11-08,Transitional Independent Living (TIL),104,494,21.05,2020,11,8,78.95
2020-11-09,Transitional Independent Living (TIL),106,494,21.46,2020,11,9,78.53999999999999
2020-11-10,Transitional Independent Living (TIL),106,494,21.46,2020,11,10,78.53999999999999
2020-11-11,Transitional Independent Living (TIL),105,494,21.26,2020,11,11,78.74
2020-11-12,Transitional Independent Living (TIL),105,494,21.26,2020,11,12,78.74
2020-11-13,Transitional Independent Living (TIL),107,494,21.66,2020,11,13,78.34
2020-11-14,Transitional Independent Living (TIL),108,494,21.86,2020,11,14,78.14
2020-11-15,Transitional Independent Living (TIL),110,494,22.27,2020,11,15,77.73
2020-11-16,Transitional Independent Living (TIL),111,494,22.47,2020,11,16,77.53
2020-11-17,Transitional Independent Living (TIL),107,494,21.66,2020,11,17,78.34
2020-11-18,Transitional Independent Living (TIL),103,494,20.85,2020,11,18,79.15
2020-11-19,Transitional Independent Living (TIL),104,494,21.05,2020,11,19,78.95
2020-11-20,Transitional Independent Living (TIL),101,494,20.45,2020,11,20,79.55
2020-11-21,Transitional Independent Living (TIL),101,494,20.45,2020,11,21,79.55
2020-11-22,Transitional Independent Living (TIL),100,494,20.24,2020,11,22,79.76
2020-11-23,Transitional Independent Living (TIL),102,494,20.65,2020,11,23,79.35
2020-11-24,Transitional Independent Living (TIL),100,494,20.24,2020,11,24,79.76
2020-11-25,Transitional Independent Living (TIL),99,494,20.04,2020,11,25,79.96000000000001
2020-11-26,Transitional Independent Living (TIL),99,494,20.04,2020,11,26,79.96000000000001
2020-11-27,Transitional Independent Living (TIL),101,494,20.45,2020,11,27,79.55
2020-11-28,Transitional Independent Living (TIL),102,494,20.65,2020,11,28,79.35
2020-11-29,Transitional Independent Living (TIL),105,494,21.26,2020,11,29,78.74
2020-11-30,Transitional Independent Living (TIL),105,494,21.26,2020,11,30,78.74
2020-12-01,Transitional Independent Living (TIL),105,494,21.26,2020,12,1,78.74
2020-12-02,Transitional Independent Living (TIL),105,494,21.26,2020,12,2,78.74
2020-12-03,Transitional Independent Living (TIL),103,494,20.85,2020,12,3,79.15
2020-12-04,Transitional Independent Living (TIL),99,494,20.04,2020,12,4,79.96000000000001
2020-12-05,Transitional Independent Living (TIL),96,494,19.43,2020,12,5,80.57
2020-12-06,Transitional Independent Living (TIL),96,494,19.43,2020,12,6,80.57
2020-12-07,Transitional Independent Living (TIL),98,494,19.84,2020,12,7,80.16
2020-12-08,Transitional Independent Living (TIL),95,494,19.23,2020,12,8,80.77
2020-12-09,Transitional Independent Living (TIL),95,494,19.23,2020,12,9,80.77
2020-12-10,Transitional Independent Living (TIL),94,494,19.03,2020,12,10,80.97
2020-12-11,Transitional Independent Living (TIL),97,494,19.64,2020,12,11,80.36
2020-12-12,Transitional Independent Living (TIL),98,494,19.84,2020,12,12,80.16
2020-12-13,Transitional Independent Living (TIL),98,494,19.84,2020,12,13,80.16
2020-12-14,Transitional Independent Living (TIL),96,494,19.43,2020,12,14,80.57
2020-12-15,Transitional Independent Living (TIL),98,494,19.84,2020,12,15,80.16
2020-12-16,Transitional Independent Living (TIL),98,494,19.84,2020,12,16,80.16
2020-12-17,Transitional Independent Living (TIL),100,494,20.24,2020,12,17,79.76
2020-12-18,Transitional Independent Living (TIL),101,494,20.45,2020,12,18,79.55
2020-12-19,Transitional Independent Living (TIL),101,494,20.45,2020,12,19,79.55
2020-12-20,Transitional Independent Living (TIL),102,494,20.65,2020,12,20,79.35
2020-12-21,Transitional Independent Living (TIL),103,494,20.85,2020,12,21,79.15
2020-12-22,Transitional Independent Living (TIL),101,494,20.45,2020,12,22,79.55
2020-12-23,Transitional Independent Living (TIL),102,494,20.65,2020,12,23,79.35
2020-12-24,Transitional Independent Living (TIL),102,494,20.65,2020,12,24,79.35
2020-12-25,Transitional Independent Living (TIL),102,494,20.65,2020,12,25,79.35
2020-12-26,Transitional Independent Living (TIL),104,494,21.05,2020,12,26,78.95
2020-12-27,Transitional Independent Living (TIL),104,494,21.05,2020,12,27,78.95
2020-12-28,Transitional Independent Living (TIL),106,494,21.46,2020,12,28,78.53999999999999
2020-12-29,Transitional Independent Living (TIL),104,494,21.05,2020,12,29,78.95
2020-12-30,Transitional Independent Living (TIL),103,494,20.85,2020,12,30,79.15
2020-12-31,Transitional Independent Living (TIL),99,494,20.04,2020,12,31,79.96000000000001
2021-01-01,Transitional Independent Living (TIL),103,494,20.85,2021,1,1,79.15
2021-01-02,Transitional Independent Living (TIL),106,494,21.46,2021,1,2,78.53999999999999
2021-01-03,Transitional Independent Living (TIL),110,494,22.27,2021,1,3,77.73
2021-01-04,Transitional Independent Living (TIL),107,494,21.66,2021,1,4,78.34
2021-01-05,Transitional Independent Living (TIL),105,494,21.26,2021,1,5,78.74
2021-01-06,Transitional Independent Living (TIL),108,494,21.86,2021,1,6,78.14
2021-01-07,Transitional Independent Living (TIL),111,494,22.47,2021,1,7,77.53
2021-01-08,Transitional Independent Living (TIL),117,494,23.68,2021,1,8,76.32
2021-01-09,Transitional Independent Living (TIL),116,494,23.48,2021,1,9,76.52
2021-01-10,Transitional Independent Living (TIL),118,494,23.89,2021,1,10,76.11
2021-01-11,Transitional Independent Living (TIL),115,494,23.28,2021,1,11,76.72
2021-01-12,Transitional Independent Living (TIL),115,494,23.28,2021,1,12,76.72
2021-01-13,Transitional Independent Living (TIL),113,494,22.87,2021,1,13,77.13
2021-01-14,Transitional Independent Living (TIL),110,494,22.27,2021,1,14,77.73
2021-01-15,Transitional Independent Living (TIL),111,494,22.47,2021,1,15,77.53
2021-01-16,Transitional Independent Living (TIL),111,494,22.47,2021,1,16,77.53
2021-01-17,Transitional Independent Living (TIL),112,494,22.67,2021,1,17,77.33
2021-01-18,Transitional Independent Living (TIL),111,494,22.47,2021,1,18,77.53
2021-01-19,Transitional Independent Living (TIL),112,494,22.67,2021,1,19,77.33
2021-01-20,Transitional Independent Living (TIL),107,494,21.66,2021,1,20,78.34
2021-01-21,Transitional Independent Living (TIL),107,494,21.66,2021,1,21,78.34
2021-01-22,Transitional Independent Living (TIL),110,494,22.27,2021,1,22,77.73
2021-01-23,Transitional Independent Living (TIL),112,494,22.67,2021,1,23,77.33
2021-01-24,Transitional Independent Living (TIL),111,494,22.47,2021,1,24,77.53
2021-01-25,Transitional Independent Living (TIL),111,494,22.47,2021,1,25,77.53
2021-01-26,Transitional Independent Living (TIL),111,494,22.47,2021,1,26,77.53
2021-01-27,Transitional Independent Living (TIL),109,494,22.06,2021,1,27,77.94
2021-01-28,Transitional Independent Living (TIL),110,494,22.27,2021,1,28,77.73
2021-01-29,Transitional Independent Living (TIL),108,494,21.86,2021,1,29,78.14
2021-01-30,Transitional Independent Living (TIL),107,494,21.66,2021,1,30,78.34
2021-01-31,Transitional Independent Living (TIL),107,494,21.66,2021,1,31,78.34
2021-02-01,Transitional Independent Living (TIL),106,494,21.46,2021,2,1,78.53999999999999
2021-02-02,Transitional Independent Living (TIL),108,494,21.86,2021,2,2,78.14
2021-02-03,Transitional Independent Living (TIL),108,494,21.86,2021,2,3,78.14
2021-02-04,Transitional Independent Living (TIL),109,494,22.06,2021,2,4,77.94
2021-02-05,Transitional Independent Living (TIL),111,494,22.47,2021,2,5,77.53
2021-02-06,Transitional Independent Living (TIL),108,494,21.86,2021,2,6,78.14
2021-02-07,Transitional Independent Living (TIL),111,494,22.47,2021,2,7,77.53
2021-02-08,Transitional Independent Living (TIL),110,494,22.27,2021,2,8,77.73
2021-02-09,Transitional Independent Living (TIL),111,494,22.47,2021,2,9,77.53
2021-02-10,Transitional Independent Living (TIL),118,494,23.89,2021,2,10,76.11
2021-02-11,Transitional Independent Living (TIL),114,494,23.08,2021,2,11,76.92
2021-02-12,Transitional Independent Living (TIL),114,494,23.08,2021,2,12,76.92
2021-02-13,Transitional Independent Living (TIL),112,494,22.67,2021,2,13,77.33
2021-02-14,Transitional Independent Living (TIL),112,494,22.67,2021,2,14,77.33
2021-02-15,Transitional Independent Living (TIL),113,494,22.87,2021,2,15,77.13
2021-02-16,Transitional Independent Living (TIL),111,494,22.47,2021,2,16,77.53
2021-02-17,Transitional Independent Living (TIL),115,494,23.28,2021,2,17,76.72
2021-02-18,Transitional Independent Living (TIL),114,494,23.08,2021,2,18,76.92
2021-02-19,Transitional Independent Living (TIL),115,494,23.28,2021,2,19,76.72
2021-02-20,Transitional Independent Living (TIL),114,494,23.08,2021,2,20,76.92
2021-02-21,Transitional Independent Living (TIL),114,494,23.08,2021,2,21,76.92
2021-02-22,Transitional Independent Living (TIL),107,494,21.66,2021,2,22,78.34
2021-02-23,Transitional Independent Living (TIL),107,494,21.66,2021,2,23,78.34
2021-02-24,Transitional Independent Living (TIL),110,494,22.27,2021,2,24,77.73
2021-02-25,Transitional Independent Living (TIL),109,494,22.06,2021,2,25,77.94
2021-02-26,Transitional Independent Living (TIL),106,494,21.46,2021,2,26,78.53999999999999
2021-02-27,Transitional Independent Living (TIL),107,494,21.66,2021,2,27,78.34
2021-02-28,Transitional Independent Living (TIL),108,494,21.86,2021,2,28,78.14
2021-03-01,Transitional Independent Living (TIL),110,494,22.27,2021,3,1,77.73
2021-03-02,Transitional Independent Living (TIL),110,494,22.27,2021,3,2,77.73
2021-03-03,Transitional Independent Living (TIL),111,494,22.47,2021,3,3,77.53
2021-03-04,Transitional Independent Living (TIL),114,494,23.08,2021,3,4,76.92
2021-03-05,Transitional Independent Living (TIL),113,494,22.87,2021,3,5,77.13
2021-03-06,Transitional Independent Living (TIL),112,494,22.67,2021,3,6,77.33
2021-03-07,Transitional Independent Living (TIL),114,494,23.08,2021,3,7,76.92
2021-03-08,Transitional Independent Living (TIL),115,494,23.28,2021,3,8,76.72
2021-03-09,Transitional Independent Living (TIL),114,494,23.08,2021,3,9,76.92
2021-03-10,Transitional Independent Living (TIL),112,494,22.67,2021,3,10,77.33
2021-03-11,Transitional Independent Living (TIL),109,494,22.06,2021,3,11,77.94
2021-03-12,Transitional Independent Living (TIL),112,494,22.67,2021,3,12,77.33
2021-03-13,Transitional Independent Living (TIL),112,494,22.67,2021,3,13,77.33
2021-03-14,Transitional Independent Living (TIL),112,494,22.67,2021,3,14,77.33
2021-03-15,Transitional Independent Living (TIL),113,494,22.87,2021,3,15,77.13
2021-03-16,Transitional Independent Living (TIL),111,494,22.47,2021,3,16,77.53
2021-03-17,Transitional Independent Living (TIL),113,495,22.83,2021,3,17,77.17
2021-03-18,Transitional Independent Living (TIL),112,495,22.63,2021,3,18,77.37
2021-03-19,Transitional Independent Living (TIL),113,495,22.83,2021,3,19,77.17
2021-03-20,Transitional Independent Living (TIL),113,495,22.83,2021,3,20,77.17
2021-03-21,Transitional Independent Living (TIL),113,495,22.83,2021,3,21,77.17
2021-03-22,Transitional Independent Living (TIL),114,495,23.03,2021,3,22,76.97
2021-03-23,Transitional Independent Living (TIL),113,495,22.83,2021,3,23,77.17
2021-03-24,Transitional Independent Living (TIL),114,495,23.03,2021,3,24,76.97
2021-03-25,Transitional Independent Living (TIL),111,495,22.42,2021,3,25,77.58
2021-03-26,Transitional Independent Living (TIL),108,495,21.82,2021,3,26,78.18
2021-03-27,Transitional Independent Living (TIL),111,495,22.42,2021,3,27,77.58
2021-03-28,Transitional Independent Living (TIL),113,495,22.83,2021,3,28,77.17
2021-03-29,Transitional Independent Living (TIL),116,495,23.43,2021,3,29,76.57
2021-03-30,Transitional Independent Living (TIL),120,495,24.24,2021,3,30,75.76
2021-03-31,Transitional Independent Living (TIL),123,495,24.85,2021,3,31,75.15
2021-04-01,Transitional Independent Living (TIL),125,495,25.25,2021,4,1,74.75
2021-04-02,Transitional Independent Living (TIL),127,495,25.66,2021,4,2,74.34
2021-04-03,Transitional Independent Living (TIL),131,495,26.46,2021,4,3,73.53999999999999
2021-04-04,Transitional Independent Living (TIL),131,495,26.46,2021,4,4,73.53999999999999
2021-04-05,Transitional Independent Living (TIL),130,495,26.26,2021,4,5,73.74
2021-04-06,Transitional Independent Living (TIL),130,495,26.26,2021,4,6,73.74
2021-04-07,Transitional Independent Living (TIL),130,495,26.26,2021,4,7,73.74
2021-04-08,Transitional Independent Living (TIL),129,495,26.06,2021,4,8,73.94
2021-04-09,Transitional Independent Living (TIL),129,495,26.06,2021,4,9,73.94
2021-04-10,Transitional Independent Living (TIL),129,495,26.06,2021,4,10,73.94
2021-04-11,Transitional Independent Living (TIL),130,495,26.26,2021,4,11,73.74
2021-04-12,Transitional Independent Living (TIL),131,495,26.46,2021,4,12,73.53999999999999
2021-04-13,Transitional Independent Living (TIL),131,495,26.46,2021,4,13,73.53999999999999
2021-04-14,Transitional Independent Living (TIL),133,495,26.87,2021,4,14,73.13
2021-04-15,Transitional Independent Living (TIL),129,495,26.06,2021,4,15,73.94
2021-04-16,Transitional Independent Living (TIL),131,495,26.46,2021,4,16,73.53999999999999
2021-04-17,Transitional Independent Living (TIL),130,495,26.26,2021,4,17,73.74
2021-04-18,Transitional Independent Living (TIL),129,495,26.06,2021,4,18,73.94
2021-04-19,Transitional Independent Living (TIL),129,495,26.06,2021,4,19,73.94
2021-04-20,Transitional Independent Living (TIL),128,495,25.86,2021,4,20,74.14
2021-04-21,Transitional Independent Living (TIL),127,495,25.66,2021,4,21,74.34
2021-04-22,Transitional Independent Living (TIL),129,495,26.06,2021,4,22,73.94
2021-04-23,Transitional Independent Living (TIL),127,495,25.66,2021,4,23,74.34
2021-04-24,Transitional Independent Living (TIL),126,495,25.45,2021,4,24,74.55
2021-04-25,Transitional Independent Living (TIL),127,495,25.66,2021,4,25,74.34
2021-04-26,Transitional Independent Living (TIL),129,495,26.06,2021,4,26,73.94
2021-04-27,Transitional Independent Living (TIL),129,495,26.06,2021,4,27,73.94
2021-04-28,Transitional Independent Living (TIL),129,495,26.06,2021,4,28,73.94
2021-04-29,Transitional Independent Living (TIL),126,495,25.45,2021,4,29,74.55
2021-04-30,Transitional Independent Living (TIL),128,495,25.86,2021,4,30,74.14
2021-05-01,Transitional Independent Living (TIL),132,495,26.67,2021,5,1,73.33
2021-05-02,Transitional Independent Living (TIL),134,495,27.07,2021,5,2,72.93
2021-05-03,Transitional Independent Living (TIL),136,495,27.47,2021,5,3,72.53
2021-05-04,Transitional Independent Living (TIL),139,495,28.08,2021,5,4,71.92
2021-05-05,Transitional Independent Living (TIL),140,495,28.28,2021,5,5,71.72
2021-05-06,Transitional Independent Living (TIL),142,495,28.69,2021,5,6,71.31
2021-05-07,Transitional Independent Living (TIL),142,495,28.69,2021,5,7,71.31
2021-05-08,Transitional Independent Living (TIL),145,495,29.29,2021,5,8,70.71000000000001
2021-05-09,Transitional Independent Living (TIL),143,495,28.89,2021,5,9,71.11
2021-05-10,Transitional Independent Living (TIL),141,495,28.48,2021,5,10,71.52
2021-05-11,Transitional Independent Living (TIL),141,495,28.48,2021,5,11,71.52
2021-05-12,Transitional Independent Living (TIL),142,495,28.69,2021,5,12,71.31
2021-05-13,Transitional Independent Living (TIL),141,495,28.48,2021,5,13,71.52
2021-05-14,Transitional Independent Living (TIL),139,495,28.08,2021,5,14,71.92
2021-05-15,Transitional Independent Living (TIL),140,495,28.28,2021,5,15,71.72
2021-05-16,Transitional Independent Living (TIL),141,495,28.48,2021,5,16,71.52
2021-05-17,Transitional Independent Living (TIL),139,495,28.08,2021,5,17,71.92
2021-05-18,Transitional Independent Living (TIL),140,495,28.28,2021,5,18,71.72
2021-05-19,Transitional Independent Living (TIL),146,495,29.49,2021,5,19,70.51
2021-05-20,Transitional Independent Living (TIL),140,495,28.28,2021,5,20,71.72
2021-05-21,Transitional Independent Living (TIL),143,495,28.89,2021,5,21,71.11
